thread server,thread client,epoll server,epoll client
156,104,17,72
154,107,12,82
109,108,25,82
112,112,8,72
95,97,16,72
94,112,11,74
103,121,24,75
100,123,7,75
108,110,16,84
109,110,13,72
104,117,26,73
139,127,9,71
109,118,16,71
108,189,11,75
125,163,27,70
120,152,7,68
142,138,16,73
102,129,11,71
162,107,26,68
258,117,10,72
247,117,18,69
153,112,12,69
148,109,26,94
140,104,9,84
95,106,17,75
85,101,12,78
94,99,25,62
99,102,8,79
95,113,17,82
79,107,12,74
78,95,27,73
72,99,8,84
71,110,19,112
74,103,11,135
85,95,26,89
89,94,11,69
85,94,16,72
82,98,14,72
87,98,23,68
97,103,7,71
89,106,17,72
88,135,11,72
83,147,25,72
80,136,10,72
77,113,16,68
87,108,10,68
102,102,24,72
151,96,12,65
140,93,16,68
103,95,15,72
96,91,23,72
96,94,10,74
91,110,17,72
91,113,11,68
96,137,26,71
85,107,8,72
72,91,17,72
82,95,12,82
100,96,26,92
84,99,7,70
121,96,17,67
100,116,12,68
138,121,27,73
118,133,7,85
109,109,17,85
119,115,12,81
113,105,26,81
123,110,9,84
112,119,16,81
101,115,12,80
103,117,25,67
103,105,7,76
99,108,27,78
134,140,13,74
115,111,27,68
91,106,8,66
88,105,18,67
80,104,12,68
85,107,28,73
97,109,10,76
85,117,17,68
81,108,13,69
77,89,28,74
85,93,8,71
90,116,17,66
107,101,10,64
90,89,24,69
108,93,7,63
91,88,17,64
91,96,12,61
135,78,25,68
105,86,7,68
80,101,17,68
86,114,12,76
90,104,21,67
120,111,8,72
92,101,13,68
92,89,12,72
107,128,18,66
108,121,7,72
134,113,15,92
126,129,10,67
114,112,25,67
99,129,6,72
107,135,17,63
109,145,12,63
105,154,32,74
116,129,9,81
120,131,16,99
156,112,20,67
159,102,41,66
150,100,10,68
167,101,19,70
173,110,14,68
98,89,30,84
93,96,12,65
88,101,18,66
81,98,14,67
80,101,29,70
86,116,8,68
74,104,18,71
74,104,12,66
74,96,29,72
78,94,7,72
77,104,18,73
82,108,12,68
76,98,28,73
75,103,9,72
75,106,17,72
79,96,14,72
85,101,28,72
112,103,8,71
107,104,17,70
82,92,11,73
79,95,25,71
78,104,6,70
89,109,15,69
73,106,10,81
76,109,23,71
73,103,10,72
73,104,15,73
79,105,10,72
89,108,34,72
81,108,9,73
78,106,22,76
85,105,14,70
115,97,31,75
91,107,8,70
99,94,19,73
101,90,14,68
96,97,29,70
95,86,8,74
99,95,19,69
91,92,14,69
84,98,28,68
87,97,6,67
82,100,13,60
84,95,13,70
89,102,42,79
87,99,9,74
88,106,31,71
81,94,14,68
81,92,45,64
85,107,19,68
102,102,17,71
109,97,32,99
101,103,19,68
100,95,16,69
100,96,35,84
102,94,22,87
94,86,16,77
95,87,34,97
94,84,22,78
110,86,18,80
100,91,58,77
100,75,34,77
100,73,24,72
96,87,44,69
96,92,9,88
97,83,21,72
162,108,17,71
101,105,36,73
88,125,21,69
88,130,17,70
93,112,39,68
91,101,26,83
115,89,19,66
93,106,44,67
130,133,25,68
146,112,14,65
139,101,29,75
112,111,13,82
118,113,20,84
148,115,14,71
161,117,32,75
117,114,19,82
107,103,15,81
98,111,30,77
114,148,19,69
151,123,16,74
109,113,39,70
108,112,19,70
83,141,16,70
122,140,31,72
188,106,20,62
146,103,24,67
144,95,25,76
136,111,11,72
137,104,13,70
134,96,12,69
115,98,20,70
89,116,10,64
138,114,12,66
91,94,11,75
112,109,17,80
107,103,7,71
100,97,12,71
101,81,11,70
106,74,17,69
99,69,8,71
120,71,12,65
103,69,11,76
119,67,17,65
79,118,14,68
79,105,11,70
77,102,22,69
73,105,30,73
73,110,13,74
73,108,16,82
91,113,12,71
99,94,27,70
99,87,7,70
100,86,15,69
85,82,12,74
115,123,28,78
114,108,9,93
95,108,15,82
107,101,12,71
95,103,27,67
100,154,7,69
98,110,14,68
99,108,11,69
89,111,27,68
90,108,7,68
86,154,14,69
106,96,11,68
89,93,32,67
91,84,16,67
90,84,18,66
88,78,31,67
85,88,16,65
90,81,12,67
93,79,41,71
101,82,10,71
83,77,20,67
80,78,15,68
97,83,31,67
92,79,8,70
87,83,19,88
79,83,13,72
82,79,30,61
91,86,7,68
107,93,18,69
83,98,14,71
79,111,28,67
86,110,8,68
78,126,18,81
78,110,11,71
102,109,30,71
114,110,7,61
106,112,19,46
95,108,13,47
91,108,29,47
107,105,7,44
113,109,16,53
103,105,10,51
96,109,26,50
94,129,6,52
89,101,18,67
76,113,21,78
79,116,24,68
132,94,8,67
83,72,18,69
113,97,13,76
92,71,28,69
91,67,7,72
101,76,16,67
91,82,9,71
78,88,27,69
83,90,8,71
76,78,18,70
73,77,14,69
71,73,27,69
87,82,8,70
85,88,18,73
89,76,14,71
77,76,27,75
77,74,7,76
72,73,19,72
81,74,14,78
76,72,29,70
73,82,7,73
85,85,18,73
70,105,13,70
71,74,28,68
73,80,8,68
73,84,18,71
96,117,13,72
74,149,29,71
89,130,7,73
112,112,19,73
93,115,22,72
83,112,26,73
119,95,8,74
160,94,15,67
5,87,12,67
151,71,28,67
188,74,8,69
143,76,19,74
118,71,14,71
102,69,29,66
104,70,7,68
83,69,18,67
74,71,10,70
73,66,23,69
80,95,6,72
74,104,16,68
74,91,13,72
76,85,27,72
79,147,7,68
72,86,15,67
98,94,10,69
87,96,24,68
82,97,7,68
81,88,15,68
78,93,10,69
70,87,23,73
74,94,8,68
72,82,19,68
72,78,12,67
71,77,31,67
74,85,7,69
110,81,17,68
72,76,12,70
74,79,32,68
79,98,7,68
75,84,17,68
84,98,13,75
75,83,24,74
76,102,7,77
84,107,16,78
99,117,13,67
86,127,28,67
89,106,6,69
86,107,17,67
113,117,12,68
107,130,28,67
100,120,8,68
91,96,17,70
90,93,13,73
127,108,28,67
137,101,7,72
136,100,17,71
114,96,13,71
106,90,29,72
97,92,8,69
106,101,17,74
128,115,14,73
115,125,27,66
98,109,7,67
104,106,18,68
101,93,13,67
112,102,28,72
111,103,8,69
133,105,19,69
98,92,14,68
109,109,38,76
92,107,8,68
84,97,17,69
85,96,13,75
80,103,29,66
81,157,8,69
88,94,18,70
86,93,12,75
86,90,28,71
79,83,8,72
78,80,19,82
85,82,13,70
86,82,29,73
93,80,7,70
89,80,19,68
94,86,13,70
93,82,29,72
111,100,8,66
86,82,18,68
78,82,12,71
80,77,25,74
85,82,8,69
79,114,16,50
94,135,11,53
78,112,27,53
79,106,5,69
73,103,16,73
83,100,11,67
108,106,24,70
107,104,5,68
112,107,13,58
105,105,13,54
111,91,20,60
103,102,9,55
102,93,13,57
100,107,11,57
139,132,25,65
127,114,5,61
99,118,12,54
91,107,12,54
112,120,22,66
117,163,10,79
133,119,13,70
121,166,16,67
160,246,22,67
104,238,5,71
111,135,12,68
101,128,16,66
110,142,22,69
124,145,9,66
159,172,13,66
179,127,11,66
220,161,22,85
196,194,8,67
199,131,12,68
137,134,11,68
191,155,22,69
226,95,5,70
170,127,12,75
166,110,11,69
31,187,22,79
163,146,5,71
31,141,12,69
192,132,16,71
188,122,23,70
180,152,5,73
184,105,12,70
151,112,11,70
117,152,22,78
123,155,5,72
140,833,11,72
125,108,16,72
215,116,21,70
201,106,5,69
182,111,12,71
108,93,15,75
152,109,24,70
107,110,5,71
96,111,11,73
100,143,16,68
107,182,23,76
26,95,4,72
130,133,12,56
824,154,12,48
190,143,23,50
127,127,8,47
127,99,12,48
6,88,12,47
166,102,19,50
115,108,5,52
111,105,12,67
120,96,9,55
98,117,19,59
86,122,5,62
88,122,13,70
84,107,9,89
105,91,18,75
119,100,6,76
123,119,12,70
107,124,9,74
99,122,19,72
125,106,6,75
107,109,12,85
123,88,9,89
116,74,18,74
132,84,6,90
109,80,12,72
98,94,9,54
102,97,19,84
91,97,15,83
87,104,43,70
113,87,11,75
112,85,27,63
106,93,10,66
85,83,13,72
103,93,13,73
150,100,19,79
110,94,8,75
113,94,12,69
104,90,13,71
122,101,24,70
179,110,8,74
122,88,17,77
113,94,11,73
191,79,25,76
146,81,6,68
117,89,13,63
94,104,15,73
86,108,22,75
87,101,9,77
91,99,13,72
224,107,15,71
129,132,22,69
93,121,7,67
117,103,12,75
100,104,9,73
137,103,19,73
89,97,7,71
124,203,12,72
94,139,13,78
95,124,20,72
92,111,6,72
201,115,13,72
104,113,9,73
93,102,31,73
152,101,6,74
353,104,14,73
108,135,10,76
96,110,20,74
92,102,7,73
107,98,14,74
90,106,10,74
96,107,18,74
95,97,7,74
80,104,13,85
79,106,9,73
95,104,19,78
87,101,8,74
109,83,13,83
105,97,9,90
96,112,20,104
95,105,7,61
86,90,15,61
98,96,10,59
113,89,19,66
106,90,6,67
107,108,13,66
102,143,9,60
101,140,19,63
108,117,7,62
94,107,11,61
118,108,9,66
120,117,19,65
106,122,9,66
100,112,12,66
102,116,9,66
109,104,19,66
108,131,8,77
104,136,12,67
104,124,9,66
108,94,19,66
181,101,14,65
142,140,13,66
111,135,13,69
110,114,19,67
124,117,22,75
115,112,23,67
97,111,25,66
80,113,27,63
83,110,11,65
119,109,15,65
86,122,13,67
84,125,20,67
83,126,9,77
82,119,14,68
146,122,9,65
125,131,20,73
201,123,6,82
118,141,16,93
167,212,11,86
173,277,20,87
115,146,10,74
126,103,13,80
106,88,13,61
208,81,19,53
127,85,8,51
125,96,13,52
110,94,9,53
96,102,24,51
100,104,11,53
118,103,17,51
110,90,16,51
102,97,27,52
105,75,8,51
94,80,14,53
190,94,12,51
110,90,18,62
95,118,12,52
105,101,20,53
107,99,15,56
101,100,29,62
113,109,12,68
94,136,19,75
88,122,10,88
109,111,21,128
118,97,10,63
104,106,14,69
114,99,13,68
119,92,19,67
110,89,8,66
102,88,13,70
100,118,11,67
92,138,17,79
98,115,8,70
91,126,12,67
159,144,12,69
150,166,19,70
161,152,7,68
149,117,13,68
159,110,11,70
186,107,18,89
141,110,7,67
113,106,13,69
157,107,12,67
116,122,19,67
109,109,8,65
104,120,13,64
115,146,13,69
135,140,21,78
157,103,8,68
133,108,13,69
214,133,11,65
144,123,18,65
115,116,8,67
117,110,13,70
129,108,11,70
98,113,18,89
99,111,7,80
111,116,13,77
105,120,14,74
111,115,22,49
99,115,12,58
91,113,17,61
106,115,15,71
94,98,42,48
145,83,21,51
116,113,16,51
120,100,27,50
104,95,11,60
115,80,18,66
150,106,18,79
150,77,28,141
122,105,13,101
114,101,18,80
109,126,16,69
107,126,26,70
131,116,12,72
114,117,17,70
125,114,10,72
124,137,27,74
121,113,7,67
113,106,16,68
117,129,11,69
111,138,26,69
109,125,9,74
116,107,17,70
124,105,11,71
123,106,25,71
112,137,8,73
98,98,17,69
96,128,11,72
100,125,26,70
114,156,8,93
122,139,16,93
167,194,11,72
117,226,25,73
128,164,7,70
173,149,16,73
266,192,12,69
142,185,35,66
148,147,10,69
174,101,21,70
193,119,15,73
170,110,31,67
112,111,8,82
180,126,20,75
146,101,13,69
113,153,30,72
104,136,8,70
100,122,20,72
118,114,13,86
273,87,30,89
122,92,9,52
144,185,19,58
141,124,14,53
101,117,29,56
135,107,8,53
164,124,18,54
136,122,13,54
98,123,29,64
128,119,7,55
149,111,19,60
139,108,13,61
133,111,30,54
107,116,9,60
113,123,19,52
100,150,14,49
115,107,33,50
113,106,8,50
123,155,20,62
142,116,14,58
102,109,30,43
85,107,8,69
103,107,19,59
97,156,13,58
104,113,28,59
91,111,7,73
94,106,18,60
113,99,13,54
104,81,29,70
126,74,9,74
114,88,20,90
114,116,14,71
114,128,28,51
93,124,8,46
96,129,18,66
121,148,13,88
122,113,28,58
146,122,8,53
113,130,19,61
125,122,18,65
112,130,28,70
174,132,12,58
125,174,20,63
118,160,14,66
131,143,30,50
160,107,30,53
180,113,29,51
203,122,18,52
129,136,24,52
135,166,15,82
119,188,23,58
152,195,17,62
130,125,38,57
185,129,12,62
201,110,21,62
145,115,15,59
141,106,30,66
108,102,8,74
91,103,19,85
114,111,13,72
94,109,30,63
88,105,8,66
90,102,19,73
85,103,13,67
96,94,30,67
84,104,8,62
82,130,19,61
84,107,13,63
88,100,25,65
84,106,8,66
92,107,19,66
102,104,14,59
87,102,29,64
90,104,7,81
95,107,18,73
103,104,13,73
86,104,31,88
82,108,7,78
85,107,19,81
89,100,13,80
92,96,29,81
126,110,8,65
85,105,19,77
84,100,14,72
87,106,29,82
91,107,8,74
90,116,19,80
93,108,13,87
87,103,29,73
88,94,7,71
97,83,19,72
85,78,14,72
95,98,29,68
97,106,7,57
90,127,20,68
84,111,14,64
104,108,31,65
96,103,8,62
119,112,29,79
104,117,14,90
93,85,29,76
122,78,8,71
98,73,19,79
114,77,13,61
98,76,29,61
88,115,8,67
107,106,18,61
90,154,13,62
98,137,29,67
117,112,7,65
184,121,19,71
6,112,13,70
176,102,28,76
128,91,8,71
106,96,19,79
101,116,13,69
116,111,29,71
122,128,9,71
99,118,18,58
112,127,13,74
123,120,29,67
113,117,7,77
104,102,18,49
100,107,13,60
115,105,29,65
114,116,7,81
101,119,18,57
124,113,13,69
165,123,29,70
118,114,8,68
110,125,20,66
120,112,14,75
99,99,29,71
126,159,7,76
105,92,19,63
111,95,13,81
129,105,30,62
122,99,8,78
116,90,19,51
113,85,13,44
107,83,29,59
105,83,7,64
103,77,19,76
105,99,13,66
102,102,30,67
105,126,9,66
98,134,18,65
97,180,14,64
113,129,29,64
100,126,7,71
117,120,19,67
126,129,14,78
126,125,30,65
109,104,8,64
102,110,18,68
162,107,14,76
96,116,30,72
89,121,8,87
86,118,19,73
87,111,13,73
97,100,28,76
95,114,7,77
86,107,18,86
138,106,15,90
102,97,29,75
128,108,7,65
101,105,19,64
96,104,14,66
93,93,28,68
86,101,9,69
98,106,20,67
95,113,13,66
89,97,28,79
105,103,7,68
95,109,18,65
90,103,13,65
117,95,30,66
95,128,7,69
90,134,18,61
84,115,14,67
81,109,28,77
133,126,8,67
107,128,19,65
92,123,14,61
93,105,29,71
97,112,8,68
162,116,19,66
118,112,14,70
155,118,31,69
152,128,8,67
130,118,21,73
137,106,18,69
116,105,35,69
108,104,13,70
95,128,19,67
85,119,17,49
140,103,41,55
130,104,11,50
116,104,20,50
103,125,13,51
89,104,30,52
94,103,10,49
94,112,19,57
97,109,12,53
88,121,31,53
88,100,8,56
91,106,17,55
106,101,12,56
151,89,27,59
114,78,11,53
87,74,17,59
97,73,12,55
111,71,26,53
126,123,8,53
111,129,19,53
111,111,11,52
106,99,30,59
142,95,14,64
124,111,18,71
96,118,12,83
102,117,29,80
106,112,13,76
116,103,17,97
125,116,12,87
126,94,27,111
120,89,13,86
112,109,18,65
101,118,13,65
110,117,29,52
120,107,7,60
135,112,18,70
124,117,12,77
143,125,27,76
94,113,7,72
87,107,16,74
103,109,12,71
104,111,27,74
112,114,8,74
120,110,17,76
113,116,11,81
109,135,27,75
100,118,8,73
102,122,19,75
121,109,25,77
127,115,29,74
105,100,7,81
115,106,18,88
122,98,12,76
122,95,28,76
104,97,9,74
101,97,16,78
97,107,11,73
101,105,28,78
96,102,12,66
96,101,17,48
98,102,12,50
95,118,28,51
100,113,13,50
102,107,18,48
116,109,12,52
116,105,28,53
93,98,9,84
87,113,20,75
96,105,19,77
89,108,30,73
90,123,16,75
102,119,19,74
87,129,19,76
99,110,32,80
98,113,14,76
98,106,22,76
94,129,18,74
100,137,29,73
7,120,13,75
148,107,19,75
132,137,18,73
145,103,30,76
125,111,13,75
109,107,18,72
117,128,16,74
109,112,29,75
121,99,11,76
143,115,18,74
104,116,15,75
109,108,28,75
103,98,12,75
114,101,17,75
142,114,16,75
105,109,27,76
84,112,11,76
103,102,18,76
132,141,17,75
105,141,26,91
112,110,12,81
92,111,17,74
215,113,33,75
126,129,25,77
7,114,12,74
136,100,17,83
123,101,16,80
131,100,29,94
96,117,9,85
89,107,18,49
88,114,16,52
113,108,28,54
146,119,7,53
155,113,18,54
120,115,18,59
99,102,29,53
133,106,8,56
118,104,18,50
106,100,16,52
94,103,27,49
91,114,12,47
104,105,18,61
94,104,16,75
164,96,30,68
94,97,9,50
84,111,18,51
88,109,18,51
128,117,29,51
85,113,11,52
101,84,18,66
93,95,11,57
157,97,27,51
165,101,7,52
117,98,17,53
98,93,12,54
108,92,27,54
93,97,11,50
120,111,16,50
93,108,14,48
97,108,25,51
110,96,12,49
137,97,15,60
127,99,14,52
121,98,27,57
114,115,13,54
114,133,18,74
114,147,12,81
126,129,26,53
148,144,12,53
222,116,17,47
180,111,17,57
147,113,27,54
157,118,12,62
137,116,18,65
7,133,12,51
151,127,29,50
6,112,7,50
144,102,18,51
150,103,47,51
5,108,30,51
139,111,11,51
103,109,18,63
91,109,14,51
106,106,27,50
91,108,10,51
100,107,17,53
93,107,17,53
90,106,20,61
127,120,8,68
134,137,12,78
120,132,12,76
110,140,18,76
149,100,7,73
144,110,16,74
121,111,15,75
120,105,27,72
107,96,13,82
111,99,15,73
114,97,12,72
121,98,28,69
114,96,13,70
106,116,15,69
102,95,12,66
84,99,28,65
80,97,14,76
85,92,15,73
88,93,12,73
83,85,28,70
89,99,7,76
98,82,15,75
78,78,12,77
84,76,29,84
87,76,13,64
89,120,15,73
88,96,12,74
80,90,27,72
93,94,14,74
94,110,15,89
82,106,12,64
91,85,29,53
87,80,9,52
92,73,16,57
87,76,11,50
84,75,29,52
82,89,13,50
84,76,15,49
86,73,12,49
82,77,28,53
90,76,19,51
86,80,14,59
88,90,12,53
84,99,29,49
81,80,13,54
88,76,17,54
109,80,12,59
98,82,37,55
127,104,8,50
82,95,16,49
85,94,11,50
91,101,28,44
91,96,7,48
86,111,15,51
88,96,12,52
86,95,28,52
96,94,13,47
99,92,16,43
94,92,12,42
94,109,28,43
101,95,8,42
99,98,16,45
100,100,11,46
107,87,28,44
103,90,7,54
100,91,16,50
93,88,12,50
88,85,29,50
133,91,10,51
112,105,16,48
80,89,12,48
86,89,28,50
81,88,7,52
83,87,16,49
83,87,11,53
79,103,27,53
85,91,7,52
83,87,15,55
88,94,21,54
89,88,27,58
80,95,13,59
84,115,16,59
102,81,12,60
107,103,28,59
112,122,7,50
114,108,15,53
108,136,12,59
96,105,28,52
131,103,6,52
122,109,15,51
106,98,12,55
104,103,28,46
98,78,12,47
90,79,15,56
106,72,12,83
113,79,27,71
101,86,7,71
97,71,15,71
92,72,12,69
87,75,28,75
142,94,7,71
92,78,16,83
88,108,12,63
104,90,27,68
112,87,7,69
100,79,16,81
98,79,12,79
105,103,29,64
117,79,35,64
99,71,15,68
90,74,12,69
117,70,29,66
98,73,7,76
91,95,16,63
98,104,12,47
96,119,28,53
100,112,15,70
100,115,14,56
127,183,17,55
100,158,27,55
108,208,12,72
124,141,16,69
111,94,12,71
110,99,28,80
102,98,13,68
99,91,15,70
141,94,12,76
95,82,31,69
86,105,7,71
89,69,17,74
89,67,13,82
129,68,19,68
98,67,7,77
91,71,13,54
89,80,12,50
88,69,18,51
86,67,12,50
86,67,13,50
97,67,11,60
86,84,18,56
88,90,7,46
85,93,13,50
91,85,12,49
94,84,18,58
89,82,7,50
99,96,13,57
95,117,11,51
101,123,18,57
98,116,7,48
97,116,13,50
103,114,11,51
99,120,18,56
113,102,7,61
98,107,12,63
92,103,12,52
86,109,19,48
96,104,8,51
83,114,13,49
81,114,13,51
80,110,20,50
79,111,8,49
97,100,14,50
84,98,13,57
79,76,19,49
94,72,7,50
107,68,13,51
102,67,11,50
98,77,13,55
89,70,11,50
86,69,13,50
85,70,12,50
89,73,20,52
86,68,8,50
92,68,14,51
90,68,13,51
87,89,19,49
88,76,8,50
87,79,14,51
83,93,13,48
104,105,18,52
81,96,8,54
81,115,13,52
107,102,12,65
94,103,19,51
84,99,8,61
87,97,13,66
81,100,11,61
84,101,18,58
81,99,7,63
81,83,13,101
74,80,12,101
75,111,18,54
73,171,8,70
127,130,13,76
116,133,12,50
123,119,18,54
196,115,8,51
129,122,15,71
91,109,13,54
100,100,20,51
114,106,8,76
86,101,13,68
149,104,13,52
85,104,21,52
80,112,8,51
79,106,13,55
95,118,13,50
118,114,19,50
109,83,12,50
96,71,13,49
86,69,12,48
84,96,18,47
88,110,8,53
79,109,12,53
74,132,13,44
75,106,19,53
74,102,15,49
75,100,12,63
79,96,12,50
84,98,20,50
73,105,7,52
74,106,13,50
73,103,12,52
75,101,17,53
87,100,7,54
76,99,13,47
75,100,11,64
79,104,20,50
75,93,7,49
73,78,13,52
87,73,12,52
73,73,19,51
73,83,8,61
73,83,13,73
110,67,12,79
74,70,18,72
75,97,15,80
74,96,11,58
74,88,12,59
76,98,18,58
97,94,8,61
77,89,12,62
77,70,12,63
113,68,19,64
103,68,8,76
82,87,13,59
79,94,13,64
76,112,19,62
73,69,8,67
110,78,13,66
87,90,13,75
79,95,19,80
75,86,7,70
81,86,13,71
74,86,11,68
79,84,18,67
92,89,7,61
87,93,41,67
83,88,11,68
76,85,19,68
71,86,11,73
81,84,13,69
78,83,13,69
74,95,20,66
77,101,8,68
75,86,14,73
70,79,13,66
73,109,19,67
106,84,15,66
90,92,11,67
81,85,12,67
112,87,19,80
103,103,7,68
117,111,13,69
104,124,11,68
92,110,17,66
113,91,7,68
124,96,13,70
125,115,12,67
110,109,20,80
109,103,7,68
101,110,16,69
117,105,16,76
109,112,35,74
98,111,17,69
119,84,21,72
101,101,21,68
111,93,48,82
93,123,16,75
99,102,19,73
86,110,22,72
105,95,34,76
116,92,27,70
112,87,14,68
91,108,16,81
99,84,24,83
99,79,11,87
94,79,17,68
92,78,15,62
81,80,25,68
98,83,11,65
92,101,20,77
92,96,18,72
91,91,23,67
107,118,17,71
104,105,19,72
102,96,16,72
91,104,27,74
110,95,12,92
139,95,15,66
92,103,18,75
100,97,24,69
91,91,7,69
88,90,13,69
90,89,11,69
95,93,18,68
91,91,8,68
85,90,13,73
84,89,11,68
86,89,18,79
133,111,8,70
91,109,13,67
89,102,14,68
95,96,25,75
111,92,16,62
104,91,12,63
102,91,11,63
101,99,18,69
91,99,8,65
84,113,13,65
78,92,11,64
86,97,18,68
131,114,12,72
127,102,13,79
115,109,11,72
105,101,18,75
112,101,15,102
118,134,11,123
146,112,11,75
129,112,18,78
113,108,7,75
117,121,13,77
115,113,11,77
91,110,22,76
94,107,8,80
99,110,13,78
83,150,11,74
81,128,18,92
69,145,7,76
149,114,13,78
47,114,11,80
133,107,18,62
141,96,13,44
178,95,19,45
100,93,14,45
181,92,30,44
159,91,12,44
92,96,19,45
104,92,15,46
124,107,29,46
128,86,10,48
84,76,18,60
110,76,42,80
87,128,25,71
94,136,7,70
89,132,18,68
86,121,14,63
94,107,28,72
49,102,7,70
262,104,19,79
120,105,14,69
94,106,29,73
106,103,12,70
83,102,20,71
79,103,15,69
83,104,28,70
95,100,13,78
81,110,20,96
80,97,13,74
86,120,28,74
80,136,13,76
81,116,20,74
129,111,14,75
109,102,26,67
133,96,12,81
161,97,20,73
125,102,14,76
110,127,25,76
107,107,13,78
83,97,20,81
87,95,19,79
111,130,24,80
99,127,13,82
98,147,19,96
113,140,14,89
96,106,30,66
168,94,12,57
135,97,20,54
150,99,14,56
164,99,28,57
92,119,13,55
97,115,16,53
97,108,13,54
93,107,20,53
123,109,8,54
153,114,14,53
113,110,12,54
105,134,18,53
112,105,8,66
107,107,13,53
138,107,12,54
108,110,21,59
103,129,12,53
108,124,14,54
102,114,13,58
105,108,19,52
105,105,8,53
117,113,14,76
92,89,13,80
84,88,19,71
114,83,8,69
90,85,13,69
99,84,13,69
86,91,17,69
83,103,8,70
82,125,13,72
89,114,12,69
88,115,19,70
105,132,8,68
98,113,12,69
91,111,11,68
87,85,18,71
97,104,7,70
83,117,13,69
79,113,13,71
78,111,19,70
88,97,8,70
90,121,13,64
102,111,13,70
83,105,18,70
96,103,7,79
106,105,12,69
110,106,11,67
103,126,17,69
104,96,15,71
100,135,11,71
99,142,12,69
158,196,20,74
204,138,8,104
111,116,13,71
166,191,11,70
210,101,17,70
241,105,7,71
174,88,12,70
117,80,22,69
96,90,26,76
122,92,16,74
102,102,12,74
101,100,13,75
95,104,19,76
102,124,7,80
88,137,13,80
100,105,13,83
91,109,18,79
108,146,8,78
143,138,13,77
146,129,13,75
91,114,19,101
87,121,8,122
100,130,12,100
175,99,12,72
130,99,19,68
135,99,8,69
159,96,14,70
107,101,13,99
98,103,44,112
85,105,11,68
103,111,22,74
88,129,15,69
88,106,32,64
86,101,22,65
88,104,20,71
88,107,15,63
90,109,30,65
87,122,8,84
103,123,19,62
84,113,14,60
82,115,30,67
103,155,13,72
115,120,19,71
105,118,11,71
99,117,24,70
103,127,12,78
91,166,18,67
142,126,14,70
84,119,28,74
94,116,12,74
104,115,19,71
113,107,14,67
155,119,28,68
128,108,12,77
119,106,15,74
139,95,18,76
124,111,28,73
115,106,12,69
101,102,16,68
99,93,16,68
91,123,24,67
99,105,12,88
84,101,26,74
78,93,11,72
75,97,30,68
82,106,11,68
76,106,19,72
78,111,12,70
74,108,27,72
73,111,12,84
76,122,16,69
106,100,14,70
98,103,24,76
87,103,12,72
91,105,17,73
79,111,17,71
77,102,28,75
72,93,11,114
72,90,17,67
105,96,13,75
92,90,28,75
101,89,12,79
101,77,18,79
95,85,18,70
95,85,27,70
100,105,13,70
94,96,18,72
83,93,13,71
121,95,28,71
93,90,13,71
93,80,19,70
91,94,13,67
131,134,29,71
90,102,8,76
89,112,18,77
94,103,13,102
102,84,26,90
98,128,14,51
93,96,19,46
91,96,14,47
95,104,29,48
93,94,8,54
115,84,18,51
85,114,14,47
91,86,33,47
102,102,7,52
86,92,14,51
93,101,20,51
94,109,26,50
96,112,11,50
97,106,13,52
102,112,14,51
103,104,23,51
136,152,11,51
94,127,18,51
88,112,10,51
85,105,20,52
79,95,19,52
82,111,26,61
82,111,15,61
81,104,36,67
103,103,10,80
117,100,24,83
111,122,17,86
77,109,25,80
82,111,14,114
85,116,19,68
98,87,13,68
98,98,28,86
97,75,12,66
94,71,20,67
106,69,14,69
89,80,27,66
87,119,11,66
86,109,19,67
83,95,11,67
81,101,19,76
92,101,11,69
86,98,13,67
90,93,14,68
81,107,43,68
75,104,21,67
77,100,26,70
75,105,42,66
76,111,82,74
102,117,27,68
77,104,20,67
97,116,32,67
98,117,16,67
88,113,15,67
94,142,28,65
115,114,16,67
100,120,12,67
98,123,26,65
89,121,14,68
109,114,22,67
105,114,26,68
133,106,27,66
128,102,39,68
107,107,49,67
102,117,27,68
130,105,59,67
87,110,16,69
82,114,42,67
93,108,47,67
131,111,63,65
98,107,27,69
83,116,19,66
87,113,39,67
86,106,23,67
95,108,20,65
94,110,37,68
88,103,22,69
76,106,19,67
79,121,31,74
102,113,18,70
110,103,17,68
93,87,26,69
90,100,12,71
105,101,24,66
125,97,19,70
134,101,24,74
100,103,12,72
101,106,17,85
102,98,15,80
111,102,25,80
98,100,12,93
96,100,16,76
102,97,15,62
97,100,24,57
100,97,11,65
144,93,15,50
92,78,14,49
90,93,24,55
91,98,11,56
81,91,17,48
98,89,14,66
92,93,24,60
90,106,13,51
95,99,15,69
83,92,11,50
95,88,24,52
124,102,11,54
100,109,15,51
91,98,10,52
104,82,23,55
86,91,11,51
96,174,15,52
92,117,10,49
112,104,31,49
84,103,11,45
88,102,17,46
129,128,12,46
108,97,25,46
94,96,8,52
100,95,16,47
102,97,11,48
101,96,25,46
93,106,10,50
90,92,16,57
87,98,12,67
89,78,25,52
88,80,11,50
92,79,17,55
98,86,12,53
75,83,25,59
95,95,11,92
75,113,13,74
97,115,12,72
119,102,22,50
102,92,10,45
98,90,13,47
91,101,11,71
97,100,35,79
122,93,19,58
111,91,17,53
102,91,25,53
104,97,14,62
88,91,16,72
98,114,13,80
87,90,27,79
97,88,16,46
86,86,14,51
99,99,23,47
98,106,22,44
93,102,32,43
120,91,12,42
98,105,44,44
101,117,9,43
89,134,17,47
87,97,10,61
99,98,26,62
